text,category
mixed signals from french economy the french economy picked up speed at the end of 2004  official figures show - but still looks set to have fallen short of the government s hopes.  according to state statistics body insee  growth for the three months to december was a seasonally-adjusted 0.7-0.8%  ahead of the 0.6% forecast. if confirmed  that would be the best quarterly showing since early 2002. it leaves gdp up 2.3% for the full year  but short of the 2.5% which the french government had predicted.  despite the apparent shortfall in annual economic growth  the good quarterly figures - a so-called  flash estimate  - mark a continuing trend of improving indicators for the health of the french economy. the government is reiterating a 2.5% target for 2005  while the european central bank is making positive noises for the 12-nation eurozone as a whole. also on friday  france s industrial output for december was released  showing 0.7% growth.  the numbers are good   said david naude  economist at deutsche bank.  they send a positive signal of a rebound in output... and open the way for a continuation in that trend into the new year.  service sector activity improved in january  hitting a seven-month high. but unemployment remains high at about 10%.,business
mobile multimedia slow to catch on there is no doubt that mobile phones sporting cameras and colour screens are hugely popular. consumers swapping old phones for slinkier  dinkier versions are thought to be responsible for a 26% increase in the number of phones sold during the third quarter of 2004  according to analysts gartner more than 167 million handsets were sold between july and september 2004  a period that  according to gartner analyst carolina milanesi is  seldom strong . but although consumers have mobiles that can take and send snaps  sounds and video clips few  so far  are taking the chance to do so.  in fact  the numbers of people not taking and sending pictures  audio and video is growing. figures gathered by continental research shows that 36% of british camera phone users have never sent a multimedia message (mms)  up from 7% in 2003. this is despite the fact that  during the same period  the numbers of camera phones in the uk more than doubled to 7.5 million. getting mobile phone users to send multimedia messages is really important for operators keen to squeeze more cash out of their customers and offset the cost of subsidising the handsets people are buying. the problem they face  said shailendra jain  head of mms firm adamind  is educating people in how to send the multimedia messages using their funky handsets.   also   he said   they have to simplify the interface so its not rocket science in terms of someone understanding it.  research bears out the suspicion that people are not sending multimedia messages because they do not know how to. according to continental research  29% of the people it questioned said they were technophobes that tended to shy away from innovation. only 11% regarded themselves as technically savvy enough to send a picture or video message. the fact that multimedia services are not interoperable across networks and phones only adds to people s reluctance to start sending them  said mr jain.  they ask themselves:  if i m streaming video from one handset to another will it work    he said.  there s a lot of user apprehension about that.   there are other deeper technical reasons why multimedia messages are not being pushed as strongly as they might. andrew bud  executive chairman of messaging firm mblox  said mobile phone operators cap the number of messages that can be circulating at any one time for fear of overwhelming the system.  the rate we can send mms into the mobile network is fairly constant   he said. the reason for this is that there are finite capacities for data traffic on the second generation networks that currently have the most users.  no-one wants to take the risk of swamping these relatively narrow channels so the number of mms messages is capped  said mr bud. this has led to operators finding other technologies  particularly one known as wap-push  to get multimedia to their customers. but when networks do find a good way to get multimedia to their customers  the results can be dramatic. israeli technology firm celltick has found a way to broadcast data across phone networks in a way that does not overwhelm existing bandwidth. one of the first firms to use the celltick service is hutch india  the largest mobile firm in the country. the broadcast system gets multimedia to customers via a rolling menu far faster than would be possible with other systems. while not multimedia messaging  such a system gets people used to seeing their phones as a device that can handle all different types of content. as a result 40% of the subscribers to the hutch alive  which uses celltick s broadcast technology  regularly click for more pictures  sounds and images from the operator.  operators really need to start utilising this tool to reach their customers   said yaron toren  spokesman for celltick. until then  multimedia will be a message that is not getting through.,tech
blair s hope for blunkett return the events leading to david blunkett s resignation must not  swept under the carpet   the tories have warned.  on wednesday tony blair said he hoped the former home secretary would serve again in government in the future. mr blunkett quit in december after a probe linked him to the visa application of his ex-lover s nanny. mr blair said he left  without a stain on his character  but tory dominic grieve branded the way mr blunkett s office operated as  scandalous . mr blair told bbc radio 4 s today programme:  i know david very well and i believe him to be a man of real integrity and real ability and i was very sad for him as to what happened.   he said mr blunkett still had an immense amount to offer the country but he was not making any  guarantees or definitive statements  about future jobs. but shadow attorney general mr grieve said:  while i don t rule out the possibility that mr blunkett may return as a minister  i don t think it s something that can simply be brushed under the carpet.  senior labour backbencher martin o neill  who chairs the commons trade committee  said he believed the prime minister would want one of his  praetorian guard  - a reference to the elite body guard of roman emperors - back alongside him. but colleague ian gibson  who chairs the science and technology committee  said there was a  question mark  as to whether mr blunkett could serve at cabinet level again.,politics
hacker threat to apple s itunes users of apple s music jukebox itunes need to update the software to avoid a potential security threat.  hackers can build malicious playlist files which could crash the program and let them seize control of the computer by inserting trojan code. a new version of itunes is now available from the apple website which solves the problem. security firm idefence  which notified users of the problem  recommended that users upgrade to itunes version 4.7.1. the problem affects all users of itunes - windows and mac os - running versions 4.7 and earlier. users can automatically upgrade itunes by opening the  look for updates  window in the program. the security firm says users should avoid clicking on or accessing playlist files - which have the file extension of .pls or .m3u - which have come from unknown sources. itunes is the world s most popular online music store with more than 200 million songs downloaded since it launched in 2003.,tech
mps  murder sentence concern murder sentences should not be reduced automatically simply because of a guilty plea  says a new mps  report.  the influential commons home affairs committee was responding to sentencing guidelines issued this summer. the mps also call for tougher sentences for crimes committed under the influence of drink or drugs. they say the influence of drugs and alcohol should be introduced as an aggravating factor when judges and magistrates sentence offenders. committee chairman john denham said drugs of alcohol were sometimes used as an excuse.   the committee believes that these arguments should be rejected by sentencers and that being under their influence should instead be an aggravating factor.  at present judges  when sentencing murderers to the mandatory life sentence  can reduce the tariff - the minimum term they must serve - if the defendant pleads guilty. but although they are spared the ordeal of a trial many murder victims  relatives are unhappy. in july this year amanda champion s killer  james ford  pleaded guilty to her murder and was jailed for at least 15 years - it would have been longer had he denied the charge.  amanda s uncle  lewis champion  told the bbc news website ford did not deserve any credit for his plea  saying:  nothing at all is worth taking five years off a murder sentence.  mps criticised home secretary david blunkett last year for introducing last-minute rules allowing reduced sentences for murderers who pleaded guilty.  the measures passed into law virtually unnoticed after mr blunkett introduced them at a late stage of the criminal justice bill.  as a result  says the committee  the government may need to re-legislate to  remove ambiguity  over how murderers should be sentenced. it is also calling on the senior judge in england and wales  lord woolf  to abandon draft guidelines he proposed in september to reduce sentences of murderers who plead guilty. the committee said the plans had not reflected the  public disquiet  expressed over the possibility of significantly reduced prison terms for murderers. lord woolf s sentencing guidelines council (sgc) caused further controversy by suggesting a one third discount off sentences for early guilty pleas in all types of crime. as a result murderers who face a 15-year tariff could get five years knocked off if they give themselves up to the police.  mr denham believes the sgc should reconsider its proposals to reflect parliament s wish that murder should be treated as a separate and especially grave category of offence. he said:  we want to see sentencers advised that in the case of murder  reduction in sentence for a guilty plea should not normally be granted in addition to reductions for other mitigating circumstances.  but a spokesman for the home office defended the proposals. he said:  by making express provision for murder tariffs in the criminal justice act  parliament sent a clear signal that it expects murder to be treated differently to other offences.  we stand by the provisions in the act that cover guilty plea discounts  which have potential benefits for victims and witnesses of avoiding the trauma of a trial.   shadow home secretary david davis echoed criticisms of the way mr blunkett introduced the murder tariff rules.  there is genuine concern about potential reductions in murder sentences - such action sends out the wrong signals to violent criminals and completely undermines the government s claim to be tough on crime   he said. but liberal democrat spokesman mark oaten warned the mps  committee that binding judges too much might look like political interference.  the danger of having a prescriptive approach is that whilst every murder is awful  it is also different   he told bbc news.,politics
ex-pm lord callaghan dies aged 92 former labour prime minister lord callaghan has died on the eve of his 93rd birthday.  he passed away at home in east sussex  just 11 days after his wife audrey died aged 91. lord callaghan  who leaves a son and two daughters  was the longest living former british pm in history. he entered downing street in 1976 after the resignation of harold wilson. prime minister tony blair called him a  giant  of the labour movement. he held each of the major offices of chancellor  home secretary  foreign secretary and prime minister during his career and became lord callaghan of cardiff in 1987.  chancellor gordon brown said the former pm would be  mourned throughout the world .  it was a commitment to public service that brought jim callaghan into parliament in 1945  and while jim rose to the top he never forgot his roots.  former cabinet colleague lord hattersley said his first reaction on hearing the news was  immense sadness .   it was not a major surprise - i knew what a blow the death of his wife audrey was a few days ago   he said.  he was a decent kindly man who helped me and my generation of politicians immensely.   the labour party and the country will be poorer without him.  conservative peer lord heseltine said that despite their political differences  he and lord callaghan became friends.  you don t get to the premiership unless you have a streak of determination   he said.  but i saw the other side of jim callaghan  he became a personal friend in a way  and my family and i were very fond of him.  tory leader michael howard said he would be remembered with  affection and respect . liberal democrat leader charles kennedy said:  when i was first elected in 1983 as the youngest mp  he was the  father of the house  and as such took a very keen interest in my early days in parliament.   he was always full of warmth and wisdom.  born in 1912 and educated at portsmouth northern secondary school  lord callaghan became a clerk at the inland revenue. he enlisted in the royal navy in 1942 and rose to the rank of lieutenant. elected for a cardiff constituency at the 1945 general election  he represented cardiff seats for more than 40 years. after serving as a junior minister in the attlee government  he became chancellor of the exchequer when labour returned to power in 1964.  with sterling under pressure  he resisted devaluation for three years  before being forced into it in 1967. his political career was not without controversy. when he refused to support prime minister harold wilson and dame barbara castle over the latter s trade union manifesto  in place of strife  in 1968  he said:  i am not going to resign. they will have to throw me out . when home secretary  he ordered british troops to march into the streets of belfast to protect catholic civilians amid rising violence - a decision that has dominated british politics into the 21st century.  as foreign secretary in the early 1970s  lord callaghan kept an open mind about the uk s entry into the common market  seeing the advantages of the uk s entry. he once travelled to idi amin s uganda in 1975 to plead for the life of a british lecturer  dennis hills  who was under a death sentence for treason.  his political life was often tempered by battles against the hard left of the party. in the autumn of 1978  before the  winter of discontent  when trade unions carried out strikes that brought the country to a standstill  lord callaghan refused to hold an early election which may have delivered a labour victory. as garbage lay uncollected in the streets and hospital staff  council workers and even gravediggers stayed off work  lord callaghan failed to predict the mood of the country. when britain went to the polls in 1979  tory leader margaret thatcher was swept into power in a landslide victory  and lord callaghan resigned as labour leader.,politics
navratilova hits out at critics martina navratilova has defended her decision to prolong her tennis career at the age of 48.  navratilova  who made a comeback after retiring in 1994  will play doubles and mixed doubles events in 2005.  women s tennis is really strong   she said  dismissing suggestions that the fact she could still win reflected badly on the women s game.  all i can say is i m that damn good. i m sorry but i really have to blow my own horn here. i m still that good.  navratilova has won three grand slam mixed doubles titles since she came out of retirement. and she was so encouraged by her form that she decided to resume playing singles  winning two of her seven matches. she was knocked out in the first round of the french open but reached the second round at wimbledon. navratilova will partner nathalie dechy in the doubles event at the uncle toby s hardcourts tournament on australia s gold coast  which begins on sunday. she will then link up with daniela hantuchova for the australian open doubles  and play in the mixed doubles with leander paes.  i might be playing some singles events this season  depending on the surface   she added.,sport
gerrard happy at anfield liverpool captain steven gerrard has reiterated his desire to stay at anfield and win trophies with the club.  the 24-year-old england midfielder is determined to see out his contract  despite reported interest from chelsea. he said:  i m signed here for this season and another two so there is no situation. there s a lot of speculation but that s not down to me.  as club captain all i want to do is help us get back up the table and into the champions league again.  gerrard looked set to move to chelsea during the summer and speculation of a switch to stamford bridge has again arisen  with the january transfer window approaching. he raised doubts about his reds future when he said he wanted the club to prove they were title challengers in the very near future or he might leave. liverpool boss rafael benitez has insisted that gerrard has promised him he wants to stay at anfield. benitez said:  i said to steven that i was sure he wanted to stay here and he said  i do .   i then said to him  look  if you want to win titles  you want medals and you want liverpool to have these things then i am going to need your help .  i really think he wants to stay so now what we must do is make the squad stronger for him.  meanwhile  gerrard has urged the anfield board to sign real madrid striker fernando morientes in the january transfer window. morientes  28  has already expressed a willingness to come to england. gerrard added:  he s a great player. he scores goals in the league  in cup competitions and also in the champions league.  i don t think he d be able to play for us in europe this season but if we are able to get hold of him  we d be getting ourselves a great player.   he d have spanish coaches  a spanish manager and we have got three or four spanish players here now so they ll help him settle in.  rafael benitez knows what he wants and he knows how to strengthen the squad he s got and if the right players become available at the right price i am sure we will strengthen.  it would certainly be nice to see a few new faces in january to freshen things up.,sport
yukos heading back to us courts russian oil and gas company yukos is due in a us court on thursday as it continues to fight for its survival.  the firm is in the process of being broken up by russian authorities in order to pay a $27bn (Â£14bn) tax bill. yukos filed for bankruptcy in the us  hoping to use international business law to halt the forced sale of its key oil production unit  yuganskneftegas. the unit was however sold for $9.4bn to state oil firm rosneft but only after the state auction had been disrupted.  yukos lawyers now say the auction violated us bankruptcy law. the company and its main shareholders have vowed to go after any company that buys its assets  using all and every legal means. the company wants damages of $20bn  claiming yuganskneftegas was sold at less than market value. judge letitia clark will hear different motions  including one from deutsche bank to throw out the chapter 11 bankruptcy filing. the german lender is one of six banks that were barred from providing financing to gazprom  the russian state-owned company that was expected to win the auction for yuganskneftegas. deutsche bank  which is also an advisor to gazprom  has called on the us court to overturn its decision to provide yukos with bankruptcy protection.  lifting the injunction would remove the uncertainty that surrounds the court case and clarify deutsche bank s business position  analysts said.  analysts are not optimistic about yukos  chances in court. russian president vladimir putin and the country s legal authorities have repeatedly said that the us has no jurisdiction over yukos and its legal wranglings. on top of that  the firm only has limited assets in the us. yukos has won small victories  however  and is bullish about its chances in court.  do we have an ability to influence what happens  we think we do   said mike lake  a yukos spokesman.  the litigation risks are real   said credit suisse first boston analyst vadim mitroshin the dispute with the russian authorities is partly driven by president putin s clampdown on the political ambitions of ex-yukos boss mikhail khodorkovsky. mr khodorkovsky is in jail on charges of fraud and tax evasion.,business
taxes must be trusted - kennedy public trust in taxes is breaking down because labour and tories are not being straight with people on the issue  lib dem leader charles kennedy has said.  a day ahead of the government s pre-budget report  mr kennedy used a speech to say his party was facing up to  painful economic realities . he said the current level of taxation was about right  although he would put a new 50% tax on top earners. other parties have accused the lib dems of making uncosted promises. mr kennedy made it clear he was determined to counter that accusation. the lib dems have already published what they say are the full costings for all their plans and wednesday s speech did not announce new policies.  speaking at the commonwealth club  mr kennedy said it was critical for a political party to have economic credibility  both on what it promised and what it was expected to deliver. he said.  budgets have to add up. tough choices are needed in public spending.  the lib dems would cut  low priority  spending  including the government s id cards scheme and the child trust fund.  those cutbacks would free up funds for increasing basic state pensions for over-75s  putting more police on the streets and reintroducing fee eye and dental checks  he said. the lib dems argue they were honest about taxes in the past by calling for a 1p rise on income tax. now they say the only simple tax rise they want is a new 50% tax band for top earners to pay for scrapping university tuition fees  providing free personal care for elderly and disabled people and keeping local taxes down. there would also be a local income tax to replace council tax and a number of changes to environmental taxes to ensure it is the  polluter who pays .  the lib dems say the tories have only laid out possible options for cutting taxes to grab headlines while labour has hidden most of its tax rises. mr kennedy said:  that contract with the people - that the government will only tax fairly and will spend their money wisely - can only be sustained if the political parties are straightforward about their plans.  with the stealth tax strategy of gordon brown  the obvious unfairness of our current tax system - especially the council tax  and the empty promises of the conservative party on this issue - it is no wonder that trust in taxation is breaking down.  he challenged the treasury to open up its books so the national audit office can report on the government s performance.  conservative co-chairman liam fox said: liam fox said  if charles kennedy is serious about making his budgets add up he should start by explaining how they would fund their 100 spending commitments.  the reality is  the lib dems lack the courage to tackle waste and bureaucracy  and the only people who would face  tough choices  would be the families who would be Â£630 worse off a year.   and chancellor gordon brown said the lib dem figures did not add up. he accused the party of claiming it would spend less while across the country committing itself to spend more.,politics
singapore growth at 8.1% in 2004 singapore s economy grew by 8.1% in 2004  its best performance since 2000  figures from the trade ministry show.  the advance  the second-fastest in asia after china  was led by growth of 13.1% in the key manufacturing sector. however  a slower-than-expected fourth quarter points to more modest growth for the trade-driven economy in 2005 as global technology demand falls back. slowdowns in the us and china could hit electronics exports  while the tsunami disaster may effect the service sector.  economic growth is set to halve in singapore this year to between 3% and 5%. in the fourth quarter  the city state s gross domestic product (gdp) rose at an annual rate of 2.4%. that was up from the third quarter  when it fell 3.0%  but was well below analyst forecasts.  i am surprised at the weak fourth quarter number. the main drag came from electronics   said lian chia liang  economist at jp morgan chase. singapore s economy had contracted over the summer  weighed down by soaring oil prices. the economy s poor performance in the july to september period followed four consecutive quarters of double-digit growth as singapore bounced back strongly from the effects of the deadly sars virus in 2003.,business
mp attacked by muggers in kenya an mp has had more than Â£600 and his passport stolen after being mugged by six men in a park in kenya.  quentin davies  the mp for grantham and stamford  was attacked in a notoriously dangerous park in the capital  nairobi. he was not hurt in the mugging on saturday evening. several people are being questioned over the attack. he was in kenya before travelling to sudan with the parliamentary committee. local police were said to be  surprised  he was in the area. mr davies  60  said the mugging occurred 100 yards from the nairobi serena hotel and equally close to the anglican cathedral in the centre of the city at dusk.  he said in a statement:  it was a frightening experience.  six men managed to steal up on me and grab me from behind.  i knew i had to stay very calm and passive - you cannot fight six men . he had to spend an extra 24 hours in nairobi before rejoining the rest of the house of commons international development committee in dafur after the mugging.  naturally  i was afraid they would use a knife or gun  though they never produced any weapon   he said.  two of them held me from behind and two others held my legs and another one expertly rifled all my pockets.,politics
veteran comic cyril fletcher dies veteran comedian and broadcaster cyril fletcher has died aged 91 at his home in guernsey.  fletcher will be remembered for his  odd odes  and amusing misprints on tv show that s life in the 1970s and 80s  as well as a long variety career. he was also a regular on does the team think   a comic version of radio information show the brains trust. that s life host esther rantzen said he was  so lovely  and a  delight  to work with.  the thing about cyril was that he was  to use a slightly old-fashioned phrase  an english gentleman   she said.  he was courteous  and understated  and he adored gardens  particularly creating them for his beautiful wife.   he was funny and witty to work with. he was a real friend and i shall miss him.  one of the last comedians of old-time variety era  fletcher made his first tv appearance in 1937. a year after bbc television began  he was seen reciting humorous poems  appearing in a revue  tele-ho  and playing the emperor of morocco in the first televised pantomime  dick whittington. he went on to become a regular voice on radio  have a string of tv shows in the 1950s and appear in several films  including 1947 s nicholas nickleby. he married actress betty astell in 1941 and in the 1950s and 60s  they produced pantos and summer shows  discovering new stars including harry secombe. in the mid-1990s  fletcher said he had made a  fabulous living  since the age of 22 and had never had a day out of work.  he was most recently seen presenting a gardening programme for channel tv. fletcher was described as a  consummate professional  by his friend and fellow broadcaster michael pointon.  it really was a pleasure to work with him - he had met everyone and done everything   mr pointon said.  he was a whimsical  droll fellow  but also a very artistic man. as a friend  he was very kind  and generous.  fletcher s daughter jill said her father would be sorely missed.  he was greatly loved by the public   she said.,entertainment
van nistelrooy set to return manchester united striker ruud van nistelrooy may make his comeback after an achilles tendon injury in the fa cup fifth round tie at everton on saturday.  he has been out of action for nearly three months and had targeted a return in the champions league tie with ac milan on 23 february. but manchester united manager sir alex ferguson hinted he may be back early. he said:  there is a chance he could be involved at everton but we ll just have to see how he comes through training.  the 28-year-old has been training in holland and ferguson said:  ruud comes back on tuesday and we need to assess how far on he is.  the training he has been doing in holland has been perfect and i am very satisfied with it.  even without van nistelrooy  united made it 13 wins in 15 league games with a 2-0 derby victory at manchester city on sunday. but they will be boosted by the return of the dutch international  who is the club s top scorer this season with 12 goals. he has not played since aggravating the injury in the 3-0 win against west brom on 27 november. ferguson was unhappy with van nistelrooy for not revealing he was carrying an injury. united have also been hit by injuries to both alan smith and louis saha during van nistelrooy s absence  meaning wayne rooney has sometimes had to play in a lone role up front. the teenager has responded with six goals in nine games  including the first goal against city on sunday.,sport
beckham rules out management move real madrid midfielder david beckham has no plans to become a manager when his playing career is over.   i am not interested in being a coach but i would like to have football schools   the england captain said on television station canal plus.  i have wanted to do that since i went to the bobby charlton school. i m going to open one in london and one in la.  my second passion is charity work - i am an ambassador for unicef and it gives me great pride.  but beckham revealed that his immediate priority was winning the spanish league title with real madrid.  real slipped to 13 points behind leaders barcelona with a 1-0 defeat at the hands of sevilla on wednesday. beckham admitted:  it s disappointing and frustrating to see the results  considering the team we have.  i would really like to win la liga with real madrid - i have been here two years and we still have not done it.  in a wide-ranging interview  beckham also revealed that his sending-off against argentina - and the resulting media storm - had been the most significant moment in his career. asked for his worst memory  he said:  to be sent off against argentina - it was not for the sending-off but for what happened afterwards.  i was lucky because i had a manager  sir alex ferguson  who supported me and a strong family behind me but i believe that changed me.  i believe it changed me for the better.,sport
campbell lifts lid on united feud arsenal s sol campbell has called the rivalry between manchester united and the gunners  bitter and personal .  past encounters have stirred up plenty of ill-feeling between the sides and they meet again at highbury on tuesday.  it is just more bitter and personal against united   the defender told the guardian newspaper.  there s an edge.  after all that has happened  if we beat them it will be one of our sweetest ever wins  especially because of how we lost to them up there.  last october  arsenal lost 2-0 at old trafford  which ended a record 49-match unbeaten league run and sparked a mini-crisis  with the gunners winning only three of their next 10 games.   it had a psychological impact on us  but again because of the way we were defeated   added the 30-year-old  referring to a controversial penalty award for united s first goal.  that was far more upsetting  losing like that  because they just seem to get away with it. you try and balance out over the course of a season but i ve had so many rough decisions against them you begin to wonder.  with tensions spilling over afterwards - united boss sir alex ferguson was allegedly pelted with pizza in the players  tunnel - there is little surprise that so much is riding on the return encounter on.  everyone at arsenal has been waiting for this game   said campbell.  we are up for this one.   speaking on his long-term plans  campbell signalled his intent to move abroad before he turns 35.  i m 30 now and in five years  time i won t be in this country - that s definite.  italy looks good to me because it would suit my kind of football. spain is an option but the idea of tasting a new culture and learning another language excites me the most. i m starting a little with french  of course.,sport
speak easy plan for media players music and film fans will be able to control their digital media players just by speaking to them  under plans in development by two us firms.  scansoft and gracenote are developing technology to give people access to their film and music libraries simply by voice control. they want to give people hands-free access to digital music and films in the car  or at home or on the move. huge media libraries on some players can make finding single songs hard.  voice command-and-control unlocks the potential of devices that can store large digital music collections   said ross blanchard  vice president of business development for gracenote.  these applications will radically change the car entertainment experience  allowing drivers to enjoy their entire music collections without ever taking their hands off the steering wheel   he added.  gracenote provides music library information for millions of different albums for jukeboxes such as apple s itunes. the new technology will be designed so that people can play any individual song or movie out of a collection  just by saying its name. users will also be able to request music that fits a mood or an occasion  or a film just by saying the actor s name.  speech is a natural fit for today s consumer devices  particularly in mobile environments   said alan schwartz  vice president of speechworks  a division of scansoft.  pairing our voice technologies with gracenote s vast music database will bring the benefits of speech technologies to a host of consumer devices and enable people to access their media in ways they ve never imagined.  the two firms did not say if they were developing the technology for languages other than english. users will also be able to get more information on a favourite song they have been listening to by asking:  what is this   portable players are becoming popular in cars and a number of auto firms are working with apple to device interfaces to control the firm s ipod music player. but with tens of thousands of songs able to be stored on one player  voice control would make finding that elusive track by elvis presley much easier. the firms gave no indication about whether the ipod  or any other media player  were in mind for the use of the voice control technology. the companies estimate that the technology will be available in the fourth quarter of 2005.,tech
bristol city 2-1 milton keynes leroy lita took his goal tally to 13 for the season as his double earned city an ldv vans trophy win.  the striker finished off scott murray cross from close range just seconds before half-time. lita then made it 2-0 on 52 minutes  but dons  substitute serge makofo then netted a great volley to make it 2-1. the visitors almost took the tie to extra time with a late 30-yard bullet from richard johnson which was well held by steve phillips.  phillips  amankwaah  coles  hill  fortune  murray (anyinsah 59)  doherty (harley 45)  dinning  bell  lita (cotterill 72)  gillespie. subs not used: orr  brown.  hill.  lita 45  52.  bevan  oyedele  ntimban-zeh  crooks  puncheon  kamara (makofo 64)  chorley  herve (mckoy 45)  tapp (johnson 45)  mackie  pacquette. subs not used: martin  palmer.  pacquette  chorley  johnson  mckoy.  makofo 66.  3 367  j ross (essex).,sport
holmes wins  2004 top tv moment  sprinter kelly holmes  olympic victory has been named the top television moment of 2004 in a bbc poll.  holmes  800m gold medal victory beat favourite moments from drama  comedy and factual programmes  as voted by television viewers. natasha kaplinsky s strictly come dancing win was top entertainment moment and a little britain breast feeding sketch won the comedy prize. the 2004 tv moments will be shown on bbc one at 2000 gmt on wednesday. double gold medal winner holmes topped the best sports moment category  beating maria sharapova s wimbledon triumph and matthew pinsent s rowing victory at the olympics.  she then went on to take the overall prize of golden tv moment. the sight of former royal correspondent jennie bond with dozens of rats crawling over her in itv s i m a celebrity get me out of here was named best factual entertainment moment. michael buerk s return to ethiopia  20 years after originally reporting its famine  topped the factual category for bbc programme this world. long-running soap eastenders won the best popular drama moment title when character dot confided in den watts that she was unwell.,entertainment
hunt ban support is  in decline  support for a ban on hunting has fallen in the past six years  a poll suggests.  less than half the uk wants a ban compared to almost two-thirds in 1999  the mori survey of 2 000 adults for bbc one s countryfile programme suggests. the number opposed to a ban remains constant  but those  neither supporting nor opposing  has increased by 11%. most city-dwellers support the ban but rural people were evenly split between supporters  opponents and undecided.  polling company mori carried out both surveys. in july 1999 they asked 801 adults if they supported the ban for the mail on sunday. for countryfile they asked 2 234 adults across the country the same question. the mail on sunday survey found that 63% supported a hunting ban compared with 24% against. in the countryfile survey  47% said they supported the legislation  with 26% against. but the programme makers suggest the british public are becoming  increasingly neutral  to the issue because around one quarter said they  neither support nor oppose  a ban.,politics
us hacker breaks into t-mobile a man is facing charges of hacking into computers at the us arm of mobile phone firm t-mobile.  the californian man  nicholas lee jacobsen  was arrested in october. mr jacobsen tried at least twice to hack t-mobile s network and took names and social security numbers of 400 customers  said a company spokesman. the arrest came a year after t-mobile uncovered the unauthorised access. the us secret service has been investigating the case.  t-mobile has stringent procedures in place where we monitor for suspicious activity so that limited his activities and we were able to take corrective action immediately   peter dobrow  a t-mobile spokesperson said. it is thought that mr jacobsen s hacking campaign took place over at least seven months during which time he read e-mails and personal computer files  according to court records.  although mr jacobsen  21  managed to get hold of some data  it is thought he failed to get customer credit card numbers which are stored on a separate computer system  said mr dobrow. t-mobile confirmed that the us secret service was also looking into whether the hacker accessed photos that t-mobile subscribers had taken with their camera phones. the associated press agency reported that mr jacobsen also read personal files on the secret service agent who was apparently investigating the case. a los angeles grand jury indicted mr jacobsen with intentionally accessing a computer system without authorisation and with the unauthorised impairment of a protected computer between march and october 2004. he is currently on bail. t-mobile is a subsidiary company of deutsche telekom and has about 16.3 million subscribers in the us.,tech
d arcy injury adds to ireland woe gordon d arcy has been ruled out of the ireland team for saturday s six nations clash against scotland in murrayfield.  like skipper brian o driscoll  d arcy failed to recover from a hamstring injury. the side will now be led by munster lock paul o connell. shane horgan switches from wing to centre where he will be joined by ulster s kevin maggs. girvan dempsey comes into the team to take the right wing spot while gavin duffy is called up to the replacements.   we gave gordon a chance but it didn t work out    said ireland coach eddie o sullivan.   in terms of the risk element  it was a sensible precaution. he should be fine for the next game but we do not want to tempt fate.    maggs  who will win his 67th cap  was the obvious replacement at centre while shane horgan was always likely to be moved from the wing. the only other change to the ireland side from last weekend s win in rome sees wasps flanker johnny o connor replacing denis leamy. o connor will be winning his third cap after making his debut in the victory over south africa last november.  : murphy  dempsey  horgan  maggs  hickie  o gara  stringer  corrigan  byrne  hayes  o kelly  o connell  capt  s easterby  o connor  foley.  : sheahan  horan  o callaghan  miller  g easterby  humphreys  duffy.,sport
campbell to extend sprint career darren campbell has set his sights on running quicker than ever after deciding not to retire from sprinting.  campbell  who won olympic 4x100m relay gold  had been unsure about his future. but he told five live s sportsweek:  i had to get back into training before i could decide because if i didn t have the same hunger i d have to walk away.  i ve started back and i m thoroughly enjoying it. i m looking forward to it. i ve got to run under 10 seconds (for 100m) and under 20 seconds (for 200m).  campbell was part of the british quartet who shocked the americans to win relay gold in athens in august.  the newport-based athlete and team-mates jason gardener  marlon devonish and mark lewis-francis were rewarded with mbes in the new year honours list. campbell s relay triumph made up for his disappointing displays in the individual 100m and 200m events in athens  when he failed to reach the finals. the 31-year-old  who won olympic 200m silver in sydney in 2000  said during the games that a hamstring injury had stopped him from running at his best.  he was criticised at the time by former olympic champion michael johnson  who cast doubt on campbell s injury claims.  to go to athens and finally get the gold i ve been trying to get for 24 years was a big relief   said campbell.  it was a chance for me to prove that if i d been fit i would have been challenging for the (individual) medals.  every season i go and challenge for the medals so why would last season have been any different   it s just unfortunate that i picked up that injury just before the olympics.  campbell set his 100m personal best of 10.04secs when he won the european title in budapest in 1998. and he ran 20.13secs in the quarter-finals of the 200m in sydney on the way to olympic silver.,sport
